flight,run_id,lat,long,alt,mph,dt_seconds,heading_sin,heading_cos,vertical_speed_prev,dt_prev,baseline_lat,baseline_lon,baseline_alt,dist_km_pred,cross_track_km,along_track_residual_km,alt_residual
N307MD,4,34.6525,-117.835,12025,460,600.0,-0.13971747110358332,-0.9901914099144767,0.0,600.0,33.55363433391308,-118.02101866085799,12025.0,123.38273333333332,6.915246264287316,-121.3204948160845,25.0
N307MD,4,34.6428,-117.913,12050,460,600.0,-0.9888243208271965,-0.14908542028190896,0.041666666666666664,600.0,34.47013976877847,-119.24391793705404,12075.0,123.38273333333332,0.349875041918363,-117.79175067007445,-25.0
N307MD,4,34.6384,-117.974,12050,460,600.0,-0.9962051613970994,-0.08703606382287253,0.0,600.0,34.534472684669296,-119.31588946671845,12050.0,123.38273333333332,-0.039657225682254986,-116.5830308081342,0.0
N307MD,4,34.6327,-118.048,12050,460,600.0,-0.9956806158810478,-0.09284455373761742,0.0,600.0,34.52233780832356,-119.38898732053306,12050.0,123.38273333333332,4.617625618883431,-118.66982599113197,-2025.0
N6013S,1,34.6985,-118.198,10150,460,600.0,-0.9771616848277247,0.2124971569330811,-0.5416666666666666,600.0,34.92715102610954,-119.52050285988476,9825.0,123.38273333333332,9.624149488861393,-102.13972707474647,600.0
